developer,complex,metro_name,metro_walk_time,apartment_type,area,price,price for м2,Корпус,floor,rooms_number,Отделка,Срок сдачи
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.05 м2,25 061 086 ₽,410 501 ₽ за м2,4.1,22/44,215,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,60.75 м2,25 139 565 ₽,413 820 ₽ за м2,4.1,11/44,102,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,57.4 м2,25 155 320 ₽,438 246 ₽ за м2,5.1,11/13,67,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.33 м2,25 181 607 ₽,410 592 ₽ за м2,4.1,34/44,316,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,60.8 м2,25 182 752 ₽,414 190 ₽ за м2,5.7,11/13,399,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.05 м2,25 183 308 ₽,412 503 ₽ за м2,4.1,24/44,234,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,57.4 м2,25 194 295 ₽,438 925 ₽ за м2,5.2,3/13,94,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.05 м2,25 217 313 ₽,413 060 ₽ за м2,4.1,9/44,85,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,58.5 м2,25 217 478 ₽,431 068 ₽ за м2,5.1,8/13,46,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,63.54 м2,25 227 476 ₽,397 033 ₽ за м2,4.1,17/44,163,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,65.2 м2,25 228 031 ₽,386 933 ₽ за м2,5.7,9/13,471,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.33 м2,25 276 484 ₽,412 139 ₽ за м2,4.1,36/44,332,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,60.75 м2,25 353 101 ₽,417 335 ₽ за м2,4.1,14/44,132,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.33 м2,25 365 781 ₽,413 595 ₽ за м2,4.1,38/44,348,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,63.54 м2,25 372 030 ₽,399 308 ₽ за м2,4.1,19/44,183,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,58.5 м2,25 382 038 ₽,433 881 ₽ за м2,5.1,10/13,60,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.33 м2,25 416 010 ₽,414 414 ₽ за м2,4.1,39/44,356,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,60.76 м2,25 443 857 ₽,418 760 ₽ за м2,4.1,24/44,235,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.35 м2,25 513 624 ₽,415 870 ₽ за м2,4.1,41/44,370,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,63.54 м2,25 562 840 ₽,402 311 ₽ за м2,4.1,22/44,213,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,65.2 м2,25 569 549 ₽,392 171 ₽ за м2,5.7,12/13,492,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,60.75 м2,25 572 408 ₽,420 945 ₽ за м2,4.1,17/44,162,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,63.61 м2,25 700 984 ₽,404 040 ₽ за м2,4.1,24/44,232,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,60.75 м2,25 716 690 ₽,423 320 ₽ за м2,4.1,19/44,182,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,64.27 м2,25 796 371 ₽,401 375 ₽ за м2,4.2,2/12,391,Без отделки,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,60.75 м2,25 901 370 ₽,426 360 ₽ за м2,4.1,22/44,212,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,57.4 м2,25 918 109 ₽,451 535 ₽ за м2,5.2,11/13,150,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,63.54 м2,25 962 126 ₽,408 595 ₽ за м2,4.1,12/44,113,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,60.75 м2,26 022 566 ₽,428 355 ₽ за м2,4.1,24/44,231,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,64.99 м2,26 437 282 ₽,406 790 ₽ за м2,4.1,2/44,6,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,64.99 м2,26 529 892 ₽,408 215 ₽ за м2,4.1,3/44,19,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,70.4 м2,26 816 697 ₽,380 919 ₽ за м2,5.6,2/13,243,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,70.4 м2,26 946 444 ₽,382 762 ₽ за м2,5.6,3/13,251,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.32 м2,27 000 729 ₽,440 325 ₽ за м2,4.1,27/44,257,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.32 м2,27 117 237 ₽,442 225 ₽ за м2,4.1,29/44,273,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,70.4 м2,27 205 939 ₽,386 448 ₽ за м2,5.6,5/13,267,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.32 м2,27 227 919 ₽,444 030 ₽ за м2,4.1,31/44,289,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.32 м2,27 373 554 ₽,446 405 ₽ за м2,4.1,34/44,313,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,71.3 м2,27 470 749 ₽,385 284 ₽ за м2,5.1,8/13,44,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.32 м2,27 472 586 ₽,448 020 ₽ за м2,4.1,36/44,329,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,71.3 м2,27 477 665 ₽,385 381 ₽ за м2,5.3,3/13,175,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.32 м2,27 565 792 ₽,449 540 ₽ за м2,4.1,38/44,345,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,70.4 м2,27 588 352 ₽,391 880 ₽ за м2,5.6,8/13,291,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,71.3 м2,27 622 903 ₽,387 418 ₽ за м2,5.2,5/13,106,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,78 м2,27 683 994 ₽,354 923 ₽ за м2,5.5,3/27,14,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,71.3 м2,27 809 638 ₽,390 037 ₽ за м2,5.1,12/13,72,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,71.3 м2,27 830 386 ₽,390 328 ₽ за м2,5.3,7/13,203,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.32 м2,27 874 539 ₽,454 575 ₽ за м2,4.1,39/44,353,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,70.4 м2,27 970 764 ₽,397 312 ₽ за м2,5.6,11/13,315,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,71.3 м2,28 148 527 ₽,394 790 ₽ за м2,5.2,11/13,148,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,71.3 м2,28 266 100 ₽,396 439 ₽ за м2,5.3,12/13,238,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,80.1 м2,28 437 102 ₽,355 020 ₽ за м2,5.5,2/27,2,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,61.32 м2,28 561 936 ₽,465 785 ₽ за м2,4.1,41/44,367,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,80.3 м2,28 780 724 ₽,358 415 ₽ за м2,5.5,7/27,57,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,80.3 м2,28 952 084 ₽,360 549 ₽ за м2,5.5,10/27,89,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,73.1 м2,29 284 956 ₽,400 615 ₽ за м2,4.1,41/44,366,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,74.9 м2,29 409 934 ₽,392 656 ₽ за м2,5.4,25/27,490,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,74.9 м2,29 540 709 ₽,394 402 ₽ за м2,5.4,26/27,496,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,75 м2,29 725 650 ₽,396 342 ₽ за м2,5.3,10/13,223,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,83.1 м2,29 808 468 ₽,358 706 ₽ за м2,5.7,3/13,339,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,76.7 м2,29 938 157 ₽,390 328 ₽ за м2,5.4,16/27,417,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.71 м2,30 195 452 ₽,360 715 ₽ за м2,4.1,2/44,1,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,83.1 м2,30 251 807 ₽,364 041 ₽ за м2,5.7,6/13,360,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,2-комнатная квартира,73.2 м2,30 326 394 ₽,414 295 ₽ за м2,5,2/30,482,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,75 м2,30 547 725 ₽,407 303 ₽ за м2,5.1,10/13,57,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,79.6 м2,30 599 115 ₽,384 411 ₽ за м2,5.7,6/13,366,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,83.1 м2,30 679 024 ₽,369 182 ₽ за м2,5.7,9/13,381,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,75 м2,30 700 500 ₽,409 340 ₽ за м2,5.1,12/13,71,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,78.22 м2,30 741 633 ₽,393 015 ₽ за м2,5,2/30,483,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,78.3 м2,30 760 155 ₽,392 850 ₽ за м2,5.2,2/13,84,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.71 м2,30 982 745 ₽,370 120 ₽ за м2,4.1,9/44,80,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,80.6 м2,30 999 163 ₽,384 605 ₽ за м2,5.7,3/13,345,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,83.1 м2,31 106 241 ₽,374 323 ₽ за м2,5.7,12/13,402,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,72.3 м2,31 203 595 ₽,431 585 ₽ за м2,5,9/30,572,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.71 м2,31 261 080 ₽,373 445 ₽ за м2,4.1,12/44,110,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,85.61 м2,31 271 192 ₽,365 275 ₽ за м2,4.2,8/12,440,Без отделки,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,72.3 м2,31 382 176 ₽,434 055 ₽ за м2,5,11/30,598,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,79.6 м2,31 425 284 ₽,394 790 ₽ за м2,5.7,12/13,408,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,85.61 м2,31 563 978 ₽,368 695 ₽ за м2,4.2,11/12,464,Без отделки,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.71 м2,31 730 275 ₽,379 050 ₽ за м2,4.1,14/44,130,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,80.6 м2,31 866 983 ₽,395 372 ₽ за м2,5.7,9/13,387,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,72.48 м2,31 887 213 ₽,439 945 ₽ за м2,5,16/30,663,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.71 м2,31 913 181 ₽,381 235 ₽ за м2,4.1,16/44,150,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.71 м2,32 263 089 ₽,385 415 ₽ за м2,4.1,20/44,190,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,72.48 м2,32 321 006 ₽,445 930 ₽ за м2,5,22/30,735,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,72.41 м2,32 434 249 ₽,447 925 ₽ за м2,5,24/30,759,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,75.21 м2,32 566 682 ₽,433 010 ₽ за м2,5,16/30,664,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,72.41 м2,32 929 533 ₽,454 765 ₽ за м2,5,27/30,795,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.17 м2,33 042 609 ₽,397 290 ₽ за м2,4.1,24/44,229,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,75.21 м2,33 109 698 ₽,440 230 ₽ за м2,5,19/30,700,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.17 м2,33 192 731 ₽,399 095 ₽ за м2,4.1,26/44,247,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.17 м2,33 279 643 ₽,400 140 ₽ за м2,4.1,27/44,255,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.17 м2,33 421 864 ₽,401 850 ₽ за м2,4.1,29/44,271,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,87 м2,33 469 074 ₽,384 702 ₽ за м2,5.3,2/13,167,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.17 м2,33 556 184 ₽,403 465 ₽ за м2,4.1,31/44,287,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,90.51 м2,33 688 727 ₽,372 210 ₽ за м2,4.2,2/12,388,Без отделки,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.17 м2,33 737 910 ₽,405 650 ₽ за м2,4.1,34/44,311,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,87.36 м2,33 752 846 ₽,386 365 ₽ за м2,4.1,6/44,52,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.17 м2,33 793 218 ₽,406 315 ₽ за м2,4.1,35/44,319,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,87 м2,33 806 634 ₽,388 582 ₽ за м2,5.3,5/13,188,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.17 м2,33 848 526 ₽,406 980 ₽ за м2,4.1,36/44,327,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,75.21 м2,33 852 773 ₽,450 110 ₽ за м2,5,25/30,772,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,87.1 м2,33 896 184 ₽,389 164 ₽ за м2,5.1,2/13,1,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,83.17 м2,33 911 735 ₽,407 740 ₽ за м2,4.1,37/44,335,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,89 м2,34 454 303 ₽,387 127 ₽ за м2,5.7,3/13,423,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,89 м2,34 894 586 ₽,392 074 ₽ за м2,5.7,6/13,444,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,89 м2,35 205 374 ₽,395 566 ₽ за м2,5.7,8/13,458,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,95 м2,35 579 115 ₽,374 517 ₽ за м2,5.4,2/27,250,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,89 м2,35 801 051 ₽,402 259 ₽ за м2,5.7,12/13,486,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,3-комнатная квартира,90.51 м2,35 950 119 ₽,397 195 ₽ за м2,4.2,3/12,397,Без отделки,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,95.7 м2,37 642 159 ₽,393 335 ₽ за м2,5.4,8/27,322,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,3-комнатная квартира,95.7 м2,38 087 738 ₽,397 991 ₽ за м2,5.4,12/27,373,Предчистовая,2 квартал 2027
